GEOID,income,ba_rate,pop,pop_density
06037134305,55172.333333333336,0.17284898570010931,3730.6666666666665,10433.15491072344
06037134306,52158.666666666664,0.1727574597543151,3728.0,6014.552377264734
06037134421,144974.66666666666,0.602845148444224,4310.333333333333,2019.3000800786544
06037134422,161899.0,0.5268305054369368,4989.333333333333,2133.813241731046
06037134423,124557.0,0.5122702772699763,3406.6666666666665,2182.7910208264316
06037134424,153642.0,0.7147470019805576,2801.3333333333335,754.452269358133
06037134520,53462.0,0.18840055496808006,5177.666666666667,5446.723935639381
06037134521,53079.0,0.06986832925302372,2760.3333333333335,7846.581842852324
06037134522,58365.0,0.12466241424758608,4469.333333333333,7263.77166793165
06037134710,56737.0,0.2312102698257995,5344.333333333333,9436.383133752623
06037134720,97510.66666666667,0.3274525210439894,5412.666666666667,5469.909267147364
06037134801,96914.66666666667,0.39812493762513607,2980.0,3260.072859346454
06037134802,82781.33333333333,0.25843021379189096,3089.6666666666665,3269.0388271102033
06037134901,81883.0,0.4345471725595796,2445.6666666666665,2322.2682962109075
06037134904,92772.33333333333,0.30657094215173575,4687.333333333333,4542.49145092901
06037134905,99612.33333333333,0.650476116003749,6002.333333333333,2320.426596647952
06037134906,78931.0,0.15603317790649143,2959.0,17104.73834201384
06037134907,94707.0,0.4304568535697044,3899.3333333333335,9960.135617233811
06037135102,159504.66666666666,0.5855352934490652,3872.3333333333335,2342.222569009071
06037135111,101890.0,0.33783834851104194,3923.6666666666665,3828.520280651905
06037135113,113627.33333333333,0.6231981407696449,2981.6666666666665,4632.881077128017
06037135115,101479.66666666667,0.686127848271698,3814.0,11521.301115578526
06037135116,64656.0,0.4342864751067807,1506.6666666666667,1612.613779356617
06037135201,131500.66666666666,0.5097019420757188,2988.0,1951.099746383152
06037135202,130937.0,0.5005857611377874,4649.333333333333,2637.778940205931
06037135204,127069.66666666667,0.44534076536070427,4687.0,2523.2418732177284
06037135205,131586.33333333334,0.6947468474359332,2000.0,755.1429957655356
06037137000,120137.33333333333,0.5247474583910146,4806.666666666667,1598.710388402365
06037137103,87409.0,0.5129006201287737,5173.333333333333,6809.571133034537
06037137104,104065.66666666667,0.5781197018930313,2333.0,909.6378331358487
06037137202,72195.33333333333,0.535536991165836,3333.3333333333335,3831.3691819222213
06037137203,132878.66666666666,0.4010727049403638,2596.3333333333335,2316.4463826975225
06037137301,189107.0,0.5813655282369036,2189.3333333333335,1367.2036812916663
06037137302,175269.66666666666,0.5788623464874577,4536.333333333333,1853.9209972729964
06037137401,144469.0,0.6007965037561611,4689.666666666667,1972.4388507504916
06037137402,136685.0,0.5319102760817329,5760.333333333333,1870.126373402801
06037137501,102404.33333333333,0.6042358209139506,5408.333333333333,2150.9319202539173
06037137502,136077.66666666666,0.5046580225070666,4531.333333333333,2167.8718018149907
06037137504,218229.33333333334,0.6777221579588874,1910.0,497.7118284994483
06037138000,142213.0,0.556501354701004,4700.666666666667,1051.086908236282
06037139001,113551.0,0.5854582001435705,5539.333333333333,4467.964575692584
06037139200,95985.0,0.48948769662674624,5773.333333333333,5011.452267942561
06037139301,167965.33333333334,0.5901278849411727,4149.0,1447.835522534623
06037139302,81663.66666666667,0.3973563263993391,5192.0,15347.823902048249
06037139303,64451.333333333336,0.4179460875134702,4692.666666666667,11292.148034782833
06037139401,81570.0,0.4962330083953015,2480.6666666666665,2734.243106617478
06037139402,176823.0,0.6439440733910621,2825.3333333333335,1156.0799288238852
06037139502,126440.0,0.6254777769834625,3254.6666666666665,3106.935013700234
06037139504,67667.0,0.47004090626943973,3682.0,12737.575501788519
06037139505,46748.666666666664,0.49304020734081483,2551.0,15074.87206155228
06037139506,66227.33333333333,0.5337589802839201,3064.6666666666665,16792.786079193127
06037139600,91605.66666666667,0.6888661099455962,5115.0,2064.596231173425
06037139701,166583.66666666666,0.6513740565528421,5396.333333333333,1588.840566439475
06037139703,213569.33333333334,0.7182697200325726,2551.6666666666665,539.5908104195796
06037139704,136836.33333333334,0.7213866701748787,2740.0,471.9530692623856
06037139705,,0.7656872038374111,3961.6666666666665,1301.6773292494508
06037139801,213519.66666666666,0.6636867225625482,3547.6666666666665,967.5200351554399
06037139802,226726.66666666666,0.7245022351593479,3749.0,616.9955362043403
06037141101,81210.33333333333,0.6883237426016656,4690.666666666667,6366.666033257596
06037141102,106424.33333333333,0.63490969302542,2856.3333333333335,3727.0360385986796
06037141201,83912.33333333333,0.6162871367023126,3964.0,5719.0591541736585
06037141202,109025.0,0.6855177509201104,3067.0,4380.333488056557
06037141303,93081.0,0.6387876334313837,3174.0,12079.60206578702
06037141304,106205.33333333333,0.6521568152542275,2995.3333333333335,4205.5348695282655
06037141305,107807.33333333333,0.6182209528210258,2972.6666666666665,4300.701914289779
06037141306,103164.66666666667,0.7609523972104819,3196.3333333333335,5335.100387127213
06037141400,111093.0,0.6329298336695109,5085.666666666667,2565.42057881955
06037141500,210399.66666666666,0.7462660540741699,2903.6666666666665,886.5727333136091
06037141600,195899.0,0.7795269170485838,3914.0,1002.2272285216355
06037141700,,0.7704748545021326,3135.3333333333335,966.4712763010475
06037143101,102485.33333333333,0.6346232931886213,2087.3333333333335,1578.2296054400786
06037143102,104478.33333333333,0.5563024530409869,2320.0,5930.424868929941
06037143200,88876.66666666667,0.5134836224204083,4272.333333333333,4463.869025478567
